#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-09-13T21:38:06 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ5b9ad8a317a66
#INFO	-out.max=unlimited
#INFO	queryParameters=33
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/AJ/141/166&tab:{J/AJ/141/166/vars}&key:source=J/AJ/141/166/vars&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/141/166/vars
#-order=I
#-out=HAT
#-out=n_HAT
#-out=pmRA
#-out=pmDE
#-out=Jmag
#-out=Hmag
#-out=Kmag
#-out=Vmag
#-out=r_Vmag
#-out=Pe
#-out=dR.e1
#-out=dR.e2
#-out=Qe
#-out=Pt
#-out=dR.t1
#-out=dR.t2
#-out=Qt
#-out=N
#-out=2M
#2M=2M
#-out=Simbad
#Simbad=Simbad
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_51410166
#Name: J/AJ/141/166
#Title: HATNet variability survey of K and M dwarfs (Hartman+, 2011)
#Table	J_AJ_141_166_vars:
#Name: J/AJ/141/166/vars
#Title: Catalog of periodic variables (table6)
#Column	HAT	(A11)	HAT designation (FFF-NNNNNNN)	[ucd=meta.id,meta.main]
#Column	n_HAT	(A1)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	pmRA	(F8.2)	PPMX Proper motion in Right Ascension	[ucd=pos.pm,pos.eq.ra]
#Column	pmDE	(F8.2)	PPMX Proper motion in Declination	[ucd=pos.pm,pos.eq.dec]
#Column	Jmag	(F7.3)	2MASS J apparent magnitude	[ucd=phot.mag,em.IR.J]
#Column	Hmag	(F7.3)	2MASS H apparent magnitude	[ucd=phot.mag,em.IR.H]
#Column	Kmag	(F7.3)	2MASS Ks apparent magnitude	[ucd=phot.mag,em.IR.K]
#Column	Vmag	(F7.3)	Magnitude (apparent) in V filter	[ucd=phot.mag,em.opt.V]
#Column	r_Vmag	(I1)	[0/2] Source for Vmag (G1)	[ucd=meta.ref,pos.frame]
#Column	Pe	(F10.6)	? Period from AH applied to the EPD light curves (1)	[ucd=time.period]
#Column	dR.e1	(F6.3)	? R Amplitude of EPD lc phased at Pe (2)	[ucd=phot.mag,em.opt.R]
#Column	dR.e2	(F6.3)	? R Amplitude of TFA lc phased at Pe (2)	[ucd=phot.mag,em.opt.R]
#Column	Qe	(I1)	[0/2] Quality flag for AH/EPD (3)	[ucd=meta.code.qual]
#Column	Pt	(F10.6)	? Period from AH applied to the TFA light curves (1)	[ucd=time.period]
#Column	dR.t1	(F6.3)	? R Amplitude of EPD lc phased at Pt (2)	[ucd=phot.mag,em.opt.R]
#Column	dR.t2	(F6.3)	? R Amplitude of TFA lc phased at Pt (2)	[ucd=phot.mag,em.opt.R]
#Column	Qt	(I1)	[0/2] Quality flag for AH/TFA, 0=ok (3)	[ucd=meta.code.qual]
#Column	N	(I2)	Number of other 2MASS sources within 30" of the source	[ucd=meta.number]
#Column	2M	(A2)	Display details of the 2MASS data (Cutri et al. 2003, Cat. II/246)	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref]
#Column	RAJ2000	(A11)	2MASS Right Ascension J2000	[ucd=pos.eq.ra,meta.main]
#Column	DEJ2000	(A11)	2MASS Declination J2000	[ucd=pos.eq.dec,meta.main]
# , ,mas/yr,mas/yr,mag,mag,mag,mag, ,d,mag,mag, ,d,mag,mag, , , , ,"h:m:s","d:m:s"
#-----------,-,--------,--------,-------,-------,-------,-------,-,----------,------,------,-,----------,------,------,-,--,--,------,-----------,-----------
HAT,n_HAT,pmRA,pmDE,Jmag,Hmag,Kmag,Vmag,r_Vmag,Pe,dR.e1,dR.e2,Qe,Pt,dR.t1,dR.t2,Qt,N,2M,Simbad,RAJ2000,DEJ2000
094-0008628, ,   33.94,    6.12, 10.926, 10.285, 10.108, 13.212,1, 44.847469, 0.125, 0.033,0, 45.478147, 0.122, 0.023,0, 6,2M,Simbad,05 16 03.12,+49 54 01.2
094-0008732, ,    8.69,   36.87, 10.968, 10.339, 10.173, 13.125,1, 63.522903, 0.085, 0.036,0, 37.731315, 0.066, 0.016,0, 3,2M,Simbad,05 20 37.47,+52 47 16.1
094-0009460,X,  -25.78,  -26.52, 11.017, 10.334, 10.179, 13.962,1,  0.403754, 0.020, 0.016,0,  0.403734, 0.020, 0.016,0, 1,2M,Simbad,05 00 12.49,+53 20 39.5
094-0011119, ,  -46.51,  -70.03, 11.231, 10.544, 10.410, 13.413,1,  5.158557, 0.012, 0.009,0,  5.156912, 0.013, 0.008,0, 4,2M,Simbad,05 16 13.66,+53 37 57.1
094-0011367, ,  -70.20,   15.25, 11.158, 10.446, 10.263, 13.510,1, 72.656729, 0.022, 0.002,0,          ,      ,      ,2, 3,2M,Simbad,05 09 46.31,+54 21 36.3
094-0011603, ,   19.81,  -38.62, 11.216, 10.535, 10.353, 14.096,1,  0.796636, 0.047, 0.035,0,  0.796518, 0.047, 0.035,0, 3,2M,Simbad,05 27 30.29,+50 21 58.6
094-0012546, ,   25.20,   37.20, 11.316, 10.659, 10.467, 14.118,1, 13.981025, 0.018, 0.009,0,          ,      ,      ,2, 0,2M,Simbad,05 06 49.78,+52 11 44.2
094-0012810, ,   64.24,  -45.96, 11.368, 10.652, 10.523, 13.902,1, 31.984482, 0.013, 0.003,0,          ,      ,      ,2, 1,2M,Simbad,05 38 48.34,+52 58 20.0
094-0013150, ,  -15.76,   26.21, 11.396, 10.789, 10.578, 13.812,1, 18.197912, 0.159, 0.057,0, 17.895805, 0.158, 0.056,0, 2,2M,Simbad,05 35 41.22,+54 49 15.1
094-0013554, ,  -26.28,  -30.35, 11.509, 10.892, 10.743, 14.144,1,  9.447434, 0.024, 0.009,0,          ,      ,      ,2, 2,2M,Simbad,05 11 25.07,+52 19 33.3
094-0014564, ,   -5.40,   33.21, 11.594, 10.922, 10.812, 13.951,1, 12.253992, 0.022, 0.012,0, 12.216958, 0.022, 0.010,0, 6,2M,Simbad,05 31 36.69,+54 53 08.2
094-0014920, ,   -3.09,  -73.85, 11.612, 11.013, 10.844, 13.871,1, 19.398662, 0.013, 0.004,0,          ,      ,      ,2, 5,2M,Simbad,05 08 27.32,+50 41 31.3
094-0016459, ,  -12.84,  -59.91, 11.658, 11.009, 10.828, 13.960,1,  0.264906, 0.013, 0.013,0,  0.264919, 0.013, 0.013,0, 1,2M,Simbad,05 20 15.47,+53 16 32.9
094-0018600, ,   11.72,  -31.57, 11.798, 11.122, 10.956, 14.581,1,  9.215899, 0.035, 0.020,0,  9.200168, 0.034, 0.021,0, 0,2M,Simbad,05 12 26.34,+51 20 18.9
094-0019237, ,   44.91,    2.98, 11.822, 11.121, 10.964, 14.116,1,  0.306847, 0.025, 0.016,0,  0.306847, 0.025, 0.016,0, 3,2M,Simbad,05 18 19.52,+51 04 10.4
094-0020300, ,   31.56,  -21.56, 11.993, 11.363, 11.228, 14.807,1,  7.172054, 0.086, 0.051,0,  7.168875, 0.086, 0.050,0, 1,2M,Simbad,05 33 37.97,+51 02 31.9
094-0021755, ,  -32.04,  -40.08, 12.050, 11.426, 11.269, 14.553,1,  8.630544, 0.055, 0.027,0,  8.607572, 0.053, 0.030,0, 0,2M,Simbad,05 36 20.32,+54 58 45.7
094-0022483, ,  -23.05,  -31.16, 12.123, 11.504, 11.366, 14.362,1, 16.694807, 0.013, 0.003,0,          ,      ,      ,2, 2,2M,Simbad,05 28 27.95,+53 53 11.6
094-0023106, ,  -24.86,   21.49, 12.093, 11.424, 11.280, 14.937,1, 22.347806, 0.020,      ,0,          ,      ,      ,2, 3,2M,Simbad,05 02 18.77,+51 25 33.7
094-0384094,X,   -5.85,  -77.84,  9.365,  8.785,  8.601, 12.256,0,  3.396615, 0.077, 0.062,0,  3.398042, 0.076, 0.065,0, 4,2M,Simbad,05 36 24.79,+53 36 21.8
095-0001964, ,   26.32,  -92.12,  9.505,  8.859,  8.729, 11.590,1,          ,      ,      ,2,  6.798156, 0.007, 0.004,0, 2,2M,Simbad,05 51 10.86,+54 48 13.6
095-0003108, ,   18.36,   52.65, 10.048,  9.382,  9.265, 12.806,1, 15.175032, 0.010, 0.003,0,          ,      ,      ,2, 4,2M,Simbad,05 40 28.84,+52 34 55.0
095-0004189, ,   39.52, -113.00, 10.287,  9.599,  9.416, 12.939,1,  7.614492, 0.009, 0.006,0,  7.593038, 0.009, 0.005,0, 4,2M,Simbad,05 40 59.30,+55 37 06.7
095-0004542, ,   54.08,  -51.60, 10.413,  9.753,  9.573, 13.040,1, 20.822555, 0.009, 0.003,0,          ,      ,      ,2, 0,2M,Simbad,05 47 27.45,+50 19 31.2
095-0005984, ,  -31.59,  -24.53, 10.795, 10.214, 10.017, 14.242,1, 50.443784, 0.011, 0.003,0,          ,      ,      ,2, 1,2M,Simbad,05 46 58.11,+53 02 12.3
095-0006468, ,   19.67,  -71.60, 10.923, 10.320, 10.162, 13.447,1,  2.411076,      ,      ,0,  2.410688,      ,      ,0, 1,2M,Simbad,06 01 53.37,+49 11 12.2
095-0007464, ,   34.79,  -33.51, 11.016, 10.351, 10.188, 13.882,1, 24.405335, 0.023, 0.007,0,          ,      ,      ,2, 1,2M,Simbad,05 44 36.57,+49 51 58.0
098-0002614, ,  -39.67,   20.88, 10.715, 10.057,  9.888, 12.511,1, 32.414489,      ,      ,0, 32.414489,      ,      ,0, 2,2M,Simbad,08 02 15.75,+48 50 29.8
101-0000289, ,   94.44,  -78.34,  8.338,  7.704,  7.540, 10.962,0, 27.582748, 0.014, 0.002,0, 17.590836, 0.009, 0.003,0, 0,2M,Simbad,09 52 12.20,+49 38 07.0
101-0000851, ,  -45.67,    8.38,  9.686,  9.002,  8.817, 12.137,1,  5.345647, 0.009, 0.007,0,          ,      ,      ,2, 0,2M,Simbad,09 59 39.19,+48 47 54.6
101-0001755, ,  -94.39,  -13.85, 10.707, 10.098,  9.873, 14.178,1, 20.996524, 0.009, 0.005,1, 20.728974, 0.010, 0.008,0, 1,2M,Simbad,09 54 31.13,+50 00 35.2
101-0001900, , -127.76,  -88.65, 10.835, 10.215, 10.017, 13.738,1, 23.930855, 0.011, 0.007,0, 23.447940, 0.012, 0.008,0, 0,2M,Simbad,10 11 14.67,+49 11 28.4
101-0002086, ,  -54.26,  -37.96, 10.979, 10.332, 10.168, 13.572,1, 22.695533, 0.010, 0.004,0, 22.759037, 0.010, 0.004,0, 1,2M,Simbad,10 13 18.67,+49 29 52.4
101-0002490, ,  -11.80,  -37.25, 11.192, 10.527, 10.350, 13.732,1, 23.756118, 0.008, 0.004,0,          ,      ,      ,2, 1,2M,Simbad,10 19 17.65,+48 54 05.8
102-0000503, ,  104.32, -188.68,  9.150,  8.513,  8.298, 11.851,1,          ,      ,      ,2, 34.655964, 0.006, 0.004,0, 1,2M,Simbad,10 56 02.80,+48 58 23.8
102-0000687, , -184.40,    4.56,  9.559,  8.944,  8.718, 13.065,1, 40.827068, 0.032, 0.017,0, 40.522179, 0.032, 0.017,0, 0,2M,Simbad,10 57 26.00,+49 23 56.3
102-0001138, ,  -66.08,   10.32, 10.199,  9.567,  9.335, 13.344,1,          ,      ,      ,2, 41.951355, 0.017, 0.005,1, 2,2M,Simbad,10 43 17.16,+49 01 00.9
102-0001363, ,  -82.49,  -85.19, 10.574,  9.941,  9.787, 13.085,1,          ,      ,      ,2, 14.272596, 0.011, 0.005,0, 0,2M,Simbad,10 33 22.37,+49 04 03.3
102-0003195, ,   55.43,   -1.66, 11.776, 11.134, 10.998, 13.287,1,          ,      ,      ,2, 13.930378, 0.327, 0.176,0, 1,2M,Simbad,10 37 34.32,+49 33 40.8
103-0000309, ,   -8.68,  114.30,  8.644,  8.000,  7.793, 11.870,1, 19.045626, 0.006, 0.003,0, 19.408951, 0.006, 0.003,0, 2,2M,Simbad,11 07 12.90,+48 51 06.4
103-0000413, ,  -72.69,  -76.67,  9.054,  8.427,  8.224, 12.193,1, 19.248305, 0.007, 0.004,0, 19.225572, 0.006, 0.004,0, 0,2M,Simbad,11 19 04.14,+49 00 03.9
103-0000867, ,  165.00,  -48.92, 10.052,  9.482,  9.271, 12.705,1, 22.156280, 0.007, 0.003,0, 21.888161, 0.007, 0.003,0, 0,2M,Simbad,11 33 49.77,+49 23 01.4
103-0000907, ,   31.27,  -29.05, 10.123,  9.491,  9.326, 12.363,1, 22.872279, 0.006, 0.003,0,          ,      ,      ,2, 1,2M,Simbad,11 30 33.20,+49 19 55.3
103-0001135, , -141.79,  -53.38, 10.337,  9.673,  9.485, 13.901,1, 42.533862, 0.013, 0.007,0, 41.240794, 0.016, 0.007,1, 0,2M,Simbad,11 28 51.92,+49 31 15.4
103-0001443, , -113.31,   -5.66, 10.644,  9.996,  9.785, 13.871,1,  8.173203, 0.009, 0.006,0,  8.173203, 0.009, 0.006,0, 0,2M,Simbad,11 30 08.73,+48 45 56.3
103-0001602,X,  -63.32,   -7.74, 10.898, 10.286, 10.114, 13.544,1,  0.185138, 0.027, 0.025,0,  0.185142, 0.027, 0.025,0, 0,2M,Simbad,11 03 17.04,+49 48 25.5
103-0001655, ,  -29.31,   -9.50, 10.985, 10.391, 10.230, 13.911,1, 15.626746, 0.013, 0.007,0, 15.656806, 0.013, 0.007,0, 1,2M,Simbad,11 31 35.18,+48 59 44.9
103-0001860, ,  -37.56,  -18.46, 11.048, 10.436, 10.227, 14.332,1, 35.256424, 0.014, 0.006,1,          ,      ,      ,2, 0,2M,Simbad,11 15 59.82,+50 11 09.6
103-0002155, ,   -6.48,  -36.72, 11.225, 10.580, 10.387, 13.987,1, 35.486997, 0.015, 0.008,1,          ,      ,      ,2, 0,2M,Simbad,11 16 06.32,+50 06 56.3
103-0002450, ,    7.67,  -31.02, 11.440, 10.764, 10.623, 14.124,1, 11.377988, 0.025, 0.002,0,          ,      ,      ,2, 0,2M,Simbad,11 34 53.46,+48 56 32.4
103-0003547, ,   41.99,   31.07, 11.966, 11.386, 11.181, 14.472,1,  0.438453, 0.185, 0.147,0,  0.438406, 0.184, 0.147,0, 0,2M,Simbad,11 22 40.27,+48 46 54.2
104-0000551, , -151.19,   25.32,  9.488,  8.852,  8.652, 12.460,1, 12.505539, 0.038, 0.020,0, 12.534426, 0.038, 0.020,0, 0,2M,Simbad,11 51 56.69,+49 42 36.7
104-0000878, ,  -67.07,  -12.84, 10.146,  9.529,  9.361, 12.744,1, 12.419670, 0.020, 0.008,0, 12.419670, 0.020, 0.008,0, 1,2M,Simbad,11 43 27.60,+49 03 22.0
104-0002248, ,   98.60, -118.33, 11.356, 10.759, 10.525, 15.143,1, 54.312361, 0.034, 0.021,1,          ,      ,      ,2, 0,2M,Simbad,11 45 01.50,+49 20 46.1
108-0001968, ,   97.21, -145.29, 11.001, 10.317, 10.163, 13.788,1,          ,      ,      ,2, 21.419468,      ,      ,0, 0,2M,Simbad,14 54 56.32,+48 49 44.2
109-0001155,X, -197.09,  -27.86, 10.167,  9.536,  9.307, 14.577,1,  1.021360,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,15 04 06.27,+48 58 53.8
109-0001977, ,   24.00,   18.35, 10.969, 10.312, 10.170, 13.836,1, 18.850535,      ,      ,0, 19.134863,      ,      ,0, 1,2M,Simbad,15 04 30.74,+48 56 39.4
109-0003246, ,  -80.20,  -55.26, 11.611, 11.064, 10.824, 14.939,1,  4.067068,      ,      ,0,  4.059011,      ,      ,0, 0,2M,Simbad,15 21 32.01,+48 50 02.9
110-0003828, ,   26.92,  -56.70, 11.552, 10.921, 10.697, 14.545,1, 17.270278,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,16 13 54.47,+48 45 38.5
111-0005111, ,  -34.29,   15.39, 11.728, 11.055, 10.873, 14.407,1,  4.880477,      ,      ,0,  4.864278,      ,      ,0, 1,2M,Simbad,16 33 34.23,+48 53 26.0
112-0001188,X,    4.95,  134.02,  9.536,  8.839,  8.625, 13.232,1,  2.613578,      ,      ,0,  2.613578,      ,      ,0, 4,2M,Simbad,17 36 59.26,+48 59 46.0
113-0000660, ,   14.96,  345.02,  8.705,  8.084,  7.896, 11.557,0, 42.549159,      ,      ,1, 42.483793,      ,      ,1, 1,2M,Simbad,17 59 18.08,+49 02 11.6
113-0002980,X,   56.01,   81.85, 10.379,  9.740,  9.502, 14.320,1,  2.237233,      ,      ,0,  2.237414,      ,      ,0, 1,2M,Simbad,17 55 38.67,+48 57 41.4
113-0004530, ,  -38.13,   67.34, 11.007, 10.350, 10.166, 13.741,1, 19.697667,      ,      ,0,          ,      ,      ,2, 2,2M,Simbad,17 52 24.19,+49 01 03.1
114-0019322, ,  -39.99,   -7.81, 12.587, 11.934, 11.768, 14.807,1, 11.696100,      ,      ,0,          ,      ,      ,2, 3,2M,Simbad,18 52 31.71,+49 07 58.7
116-0006617, ,   37.76,   16.17, 10.191,  9.487,  9.360, 12.797,1,          ,      ,      ,2,  8.542087,      ,      ,0, 3,2M,Simbad,20 04 26.44,+49 03 59.3
116-0008948, ,   39.15,   -4.13, 10.591,  9.931,  9.804, 12.454,1, 71.263524,      ,      ,1,          ,      ,      ,2, 6,2M,Simbad,20 11 55.35,+48 53 06.8
119-0037651, ,  -36.65,    0.91, 11.445, 10.839, 10.679, 13.554,1,  9.091178,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,22 18 32.66,+49 07 19.8
119-0057470, ,   30.12,  -74.05, 11.881, 11.205, 11.069, 14.261,2,  0.492726,      ,      ,0,          ,      ,      ,2, 7,2M,Simbad,21 51 24.16,+48 50 10.5
120-0005247,X,  -77.40,  -51.94,  9.524,  9.010,  8.746, 13.776,1,  0.823579,      ,      ,0,  0.823579,      ,      ,0, 3,2M,Simbad,22 30 04.19,+48 51 34.7
121-0001546, ,  491.68,  -95.34,  8.448,  7.810,  7.582, 11.718,0,  1.029711, 0.008, 0.003,0, 16.730147, 0.008, 0.005,0, 5,2M,Simbad,23 36 25.53,+55 29 43.6
121-0007480, ,  198.20,   42.69, 10.036,  9.404,  9.155, 13.574,1, 23.041040, 0.016, 0.006,0, 21.831147, 0.016, 0.005,0, 2,2M,Simbad,23 26 11.96,+51 11 44.2
121-0007546, ,  -55.55,  -19.53, 10.109,  9.437,  9.260, 13.358,1, 14.426699, 0.010, 0.004,0,          ,      ,      ,2, 2,2M,Simbad,23 22 38.20,+55 05 19.2
121-0008720, ,  184.49,  -15.21, 10.236,  9.641,  9.393, 13.392,1,  2.072944, 0.011, 0.007,0,  2.070612, 0.011, 0.008,0, 2,2M,Simbad,23 30 33.57,+51 27 18.1
121-0009608, ,   -7.41,   40.77, 10.449,  9.852,  9.678, 12.495,1,  4.227925, 0.050, 0.038,0,  4.233480, 0.048, 0.042,0, 5,2M,Simbad,23 25 12.06,+54 54 30.1
121-0011025, ,   32.20,    0.06, 10.543,  9.904,  9.717, 13.013,1,  8.694404, 0.094, 0.062,0,  8.636144, 0.092, 0.064,0, 4,2M,Simbad,23 39 42.82,+54 27 08.0
121-0015465, ,  -43.02,  -12.79, 10.968, 10.324, 10.169, 12.490,1, 67.000603, 0.124, 0.021,0, 70.787213, 0.111, 0.023,1, 3,2M,Simbad,23 37 38.14,+48 53 26.5
121-0017257, ,   57.65,  -46.90, 11.024, 10.356, 10.169, 13.732,1,  0.336787, 0.024, 0.020,0,  0.251906, 0.020, 0.016,0, 1,2M,Simbad,23 26 23.80,+50 28 32.2
121-0018858, ,   60.69,   15.35, 11.209, 10.558, 10.415, 13.112,1,          ,      ,      ,2,  0.874172, 0.045, 0.035,0, 5,2M,Simbad,23 34 03.70,+52 31 27.7
121-0019903, ,   62.77,   32.60, 11.280, 10.642, 10.496, 13.587,1, 13.213825, 0.021, 0.004,0,          ,      ,      ,2, 1,2M,Simbad,23 36 41.78,+50 24 30.9
121-0020791, ,   29.45, -107.18, 11.352, 10.808, 10.609, 12.997,1,  6.995504, 0.065, 0.049,0,  7.010725, 0.063, 0.043,0, 1,2M,Simbad,23 35 22.27,+50 42 25.6
121-0030682, ,   34.44,  -39.32, 11.764, 11.091, 10.944, 13.442,1,          ,      ,      ,2,  0.763813, 0.308, 0.248,0, 3,2M,Simbad,23 39 56.12,+48 45 29.0
122-0001032,X, -129.16,    7.54,  8.523,  8.000,  7.677, 12.403,1,  4.373308, 0.012, 0.009,0,  4.375550, 0.013, 0.009,0, 3,2M,Simbad,00 08 06.43,+47 57 02.5
122-0002152, ,  216.36,   21.16,  9.401,  8.744,  8.546, 12.765,1,          ,      ,      ,2,  8.918987, 0.234, 0.138,0, 4,2M,Simbad,00 05 55.21,+41 29 29.0
122-0002761, , -131.96,  -46.57,  9.675,  8.981,  8.805, 12.200,1,          ,      ,      ,2, 35.461330, 0.148, 0.059,1, 0,2M,Simbad,00 07 41.40,+41 19 54.9
122-0003539, ,  -96.12,  -92.18,  9.988,  9.357,  9.142, 13.099,1, 21.905357, 0.012, 0.006,0, 21.396235, 0.015, 0.005,0, 1,2M,Simbad,23 58 51.81,+47 30 17.2
122-0006811, ,   61.23,  -17.64, 10.729, 10.100,  9.850, 15.215,1,  0.514764,      ,      ,0,  0.514764,      ,      ,0, 0,2M,Simbad,00 16 49.76,+45 15 41.7
122-0015380, ,  -39.47,  -48.58, 11.927, 11.281, 11.146, 12.383,1,  3.423752, 0.061, 0.037,0,  3.424257, 0.061, 0.037,0, 4,2M,Simbad,23 49 12.82,+48 34 47.5
122-0016924, ,   46.45,  -27.27, 11.994, 11.336, 11.172, 14.637,1,          ,      ,      ,2, 35.461330, 0.120, 0.047,0, 0,2M,Simbad,00 08 51.46,+41 48 08.5
123-0001671,X,  125.26, -143.42,  9.125,  8.485,  8.237, 11.807,2,  1.304556,      ,      ,0,  0.724402,      ,      ,0, 2,2M,Simbad,00 48 58.22,+44 35 09.1
123-0002064,X,  220.82, -162.32,  9.427,  8.773,  8.580, 12.899,0,  5.532293, 0.045, 0.027,0,  5.534995, 0.044, 0.028,0, 0,2M,Simbad,00 53 06.48,+48 29 38.5
123-0002133, ,  227.47,   23.20,  9.395,  8.678,  8.480, 12.829,0,  3.290845, 0.048, 0.037,0,  3.290845, 0.048, 0.037,0, 1,2M,Simbad,00 26 51.82,+42 50 02.5
123-0002543, ,  141.08,    4.73,  9.679,  8.971,  8.811, 12.936,1, 10.702969, 0.030, 0.022,0, 10.702969, 0.030, 0.022,0, 2,2M,Simbad,00 37 04.14,+42 24 38.2
123-0003289,X,  -46.23,  -15.14, 10.012,  9.399,  9.188, 14.251,1,          ,      ,      ,2,  0.665560,      ,      ,0, 2,2M,Simbad,00 41 41.41,+44 10 53.1
123-0003441,X,   49.57,   -3.23, 10.030,  9.385,  9.177, 13.070,1,  0.554412,      ,      ,0,  0.554279,      ,      ,0, 2,2M,Simbad,00 38 00.02,+43 53 45.4
123-0003683, ,    3.91,  -53.34, 10.132,  9.490,  9.293, 12.743,1, 19.332717, 0.025, 0.018,0, 19.372597, 0.025, 0.018,0, 1,2M,Simbad,00 29 11.09,+42 02 08.6
123-0004128, ,  147.27,   -8.72, 10.315,  9.660,  9.506, 12.859,1,          ,      ,      ,2, 18.196677, 0.021, 0.011,0, 2,2M,Simbad,00 22 37.34,+48 38 58.0
123-0004452, ,  244.25,   -7.04, 10.373,  9.753,  9.550, 13.406,1,          ,      ,      ,2, 19.801050,      ,      ,0, 2,2M,Simbad,00 36 17.86,+43 06 45.6
123-0005211, ,   94.58,  -58.94, 10.567,  9.938,  9.739, 13.588,1,          ,      ,      ,2, 16.720008, 0.008, 0.007,0, 0,2M,Simbad,00 50 08.11,+41 20 08.6
123-0006680,X,   43.80,  -20.68, 10.882, 10.217, 10.050, 14.286,1,          ,      ,      ,2,  0.868265,      ,      ,0, 2,2M,Simbad,00 52 38.22,+44 12 02.2
123-0007498, ,   70.06,  -37.86, 11.058, 10.425, 10.255, 13.963,1,  1.639095,      ,      ,0,  1.639095,      ,      ,0, 3,2M,Simbad,00 39 12.59,+46 33 50.4
123-0008267, ,   93.41,  -77.46, 11.103, 10.496, 10.253, 14.077,1,          ,      ,      ,2,  1.959451, 0.060, 0.033,0, 4,2M,Simbad,00 27 16.65,+47 31 00.7
123-0008996, ,   47.48,  -28.17, 11.277, 10.640, 10.461, 13.847,1, 12.816466, 0.016, 0.013,0, 12.823716, 0.016, 0.013,0, 2,2M,Simbad,00 53 27.82,+48 21 18.5
123-0009924, ,   51.39,  -40.60, 11.445, 10.812, 10.657, 14.096,1, 20.582142, 0.013, 0.012,1, 20.582142, 0.013, 0.012,0, 2,2M,Simbad,00 48 59.55,+42 29 41.2
123-0014209, ,   57.35,  -20.14, 11.761, 11.099, 10.866, 14.476,2, 20.774085, 0.026, 0.017,0, 20.774085, 0.026, 0.017,0, 2,2M,Simbad,00 53 44.67,+41 44 36.7
124-0001049,X,  -85.57,    2.67,  8.759,  8.080,  7.952, 11.412,0,  1.220991, 0.029, 0.027,0,  1.220523, 0.029, 0.026,0, 2,2M,Simbad,00 56 04.85,+41 53 24.1
124-0002482, ,  175.26,  -50.51,  9.731,  9.076,  8.931, 12.128,1, 35.477284, 0.009, 0.006,0, 36.611119, 0.008, 0.005,0, 1,2M,Simbad,01 13 08.24,+41 58 41.8
124-0002570,X,  -80.99,   16.13,  9.698,  9.049,  8.853, 12.211,2,  1.220523, 0.029, 0.026,0,  1.221058, 0.027, 0.025,0, 3,2M,Simbad,00 56 05.97,+41 53 28.2
124-0002857, ,  126.50,  -11.48,  9.920,  9.279,  9.149, 12.226,1, 12.698310, 0.012, 0.005,0, 12.660637, 0.012, 0.005,0, 2,2M,Simbad,01 11 19.68,+48 18 52.4
124-0002941, ,  161.48,   18.51,  9.887,  9.281,  9.081, 13.508,1,  9.657058, 0.031, 0.023,0,  9.651633, 0.031, 0.023,0, 0,2M,Simbad,01 06 38.87,+42 39 58.5
124-0003238, ,  -90.28, -103.98, 10.001,  9.364,  9.189, 13.044,1, 22.781721, 0.014, 0.005,1,          ,      ,      ,2, 2,2M,Simbad,01 04 30.57,+47 44 49.8
124-0004275, ,   76.49,  -52.30, 10.376,  9.743,  9.589, 13.191,1,          ,      ,      ,2, 13.911305,      ,      ,0, 3,2M,Simbad,01 27 08.04,+47 09 06.3
124-0006454, ,  -20.74,  -23.63, 10.781, 10.115,  9.913, 14.110,1, 15.949616, 0.035, 0.027,0, 15.920062, 0.033, 0.027,0, 0,2M,Simbad,01 08 43.49,+42 41 52.8
124-0006946, ,   37.03,   46.34, 10.992, 10.404, 10.225, 13.565,1,  0.575004, 0.069, 0.064,0,  0.574989, 0.069, 0.064,0, 1,2M,Simbad,01 00 31.90,+48 01 36.2
124-0007422, , -164.24,  -99.73, 10.990, 10.368, 10.154, 14.276,1,          ,      ,      ,2, 39.405591, 0.018, 0.016,1, 2,2M,Simbad,00 54 37.46,+42 26 01.6
125-0000637,X,  395.17,  214.81,  8.058,  7.423,  7.197, 11.420,0,          ,      ,      ,2,  4.118737,      ,      ,0, 0,2M,Simbad,01 45 18.20,+46 32 07.8
125-0001606, ,  124.24,   -7.79,  9.175,  8.540,  8.390, 11.523,1,          ,      ,      ,2, 16.437463,      ,      ,0, 1,2M,Simbad,02 03 49.23,+46 50 12.5
125-0001760, ,  203.12,  -44.44,  9.123,  8.431,  8.225, 12.639,1,          ,      ,      ,2,  2.789167,      ,      ,0, 1,2M,Simbad,01 58 13.61,+48 44 19.7
125-0004245, ,   97.15,  -81.62, 10.181,  9.502,  9.323, 13.485,1,          ,      ,      ,2, 19.400947,      ,      ,0, 0,2M,Simbad,02 01 24.63,+41 51 11.6
